task_name,index,model_name,prompt,output,score
number_2,34,gemini-pro,"""삼십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",34,1.0
number_2,35,gemini-pro,"""삼십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",35,1.0
number_2,36,gemini-pro,"""삼십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",36,1.0
number_2,37,gemini-pro,"""삼십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",37,1.0
number_2,38,gemini-pro,"""삼십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",38,1.0
number_2,39,gemini-pro,"""삼십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",39,1.0
number_2,40,gemini-pro,"""사십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",40,1.0
number_2,41,gemini-pro,"""사십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",41,1.0
number_2,42,gemini-pro,"""사십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",42,1.0
number_2,43,gemini-pro,"""사십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",43,1.0
number_2,44,gemini-pro,"""사십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",44,1.0
number_2,45,gemini-pro,"""사십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",45,1.0
number_2,46,gemini-pro,"""사십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",46,1.0
number_2,47,gemini-pro,"""사십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",47,1.0
number_2,48,gemini-pro,"""사십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",48,1.0
number_2,49,gemini-pro,"""사십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",49,1.0
number_2,50,gemini-pro,"""오십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",50,1.0
number_2,51,gemini-pro,"""오십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",51,1.0
number_2,52,gemini-pro,"""오십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",52,1.0
number_2,53,gemini-pro,"""오십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",53,1.0
number_2,54,gemini-pro,"""오십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",54,1.0
number_2,55,gemini-pro,"""오십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",55,1.0
number_2,56,gemini-pro,"""오십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",56,1.0
number_2,57,gemini-pro,"""오십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",57,1.0
number_2,58,gemini-pro,"""오십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",58,1.0
number_2,59,gemini-pro,"""오십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",59,1.0
number_2,60,gemini-pro,"""육십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",60,1.0
number_2,61,gemini-pro,"""육십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",61,1.0
number_2,62,gemini-pro,"""육십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",62,1.0
number_2,63,gemini-pro,"""육십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",63,1.0
number_2,64,gemini-pro,"""육십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",64,1.0
number_2,65,gemini-pro,"""육십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",65,1.0
number_2,66,gemini-pro,"""육십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",66,1.0
number_2,67,gemini-pro,"""육십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",67,1.0
number_2,68,gemini-pro,"""육십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",68,1.0
number_2,69,gemini-pro,"""육십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",69,1.0
number_2,70,gemini-pro,"""칠십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",70,1.0
number_2,71,gemini-pro,"""칠십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",71,1.0
number_2,72,gemini-pro,"""칠십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",72,1.0
number_2,73,gemini-pro,"""칠십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",73,1.0
number_2,74,gemini-pro,"""칠십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",74,1.0
number_2,75,gemini-pro,"""칠십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",75,1.0
number_2,76,gemini-pro,"""칠십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",76,1.0
number_2,77,gemini-pro,"""칠십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",77,1.0
number_2,78,gemini-pro,"""칠십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",78,1.0
number_2,79,gemini-pro,"""칠십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",79,1.0
number_2,80,gemini-pro,"""팔십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",80,1.0
number_2,81,gemini-pro,"""팔십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",81,1.0
number_2,82,gemini-pro,"""팔십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",82,1.0
number_2,83,gemini-pro,"""팔십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",83,1.0
number_2,84,gemini-pro,"""팔십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",84,1.0
number_2,85,gemini-pro,"""팔십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",85,1.0
number_2,86,gemini-pro,"""팔십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",86,1.0
number_2,87,gemini-pro,"""팔십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",87,1.0
number_2,88,gemini-pro,"""팔십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",88,1.0
number_2,89,gemini-pro,"""팔십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",89,1.0
number_2,90,gemini-pro,"""구십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",90,1.0
number_2,91,gemini-pro,"""구십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",91,1.0
number_2,92,gemini-pro,"""구십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",92,1.0
number_2,93,gemini-pro,"""구십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",93,1.0
number_2,94,gemini-pro,"""구십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",94,1.0
number_2,95,gemini-pro,"""구십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",95,1.0
number_2,96,gemini-pro,"""구십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",96,1.0
number_2,97,gemini-pro,"""구십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",97,1.0
number_2,98,gemini-pro,"""구십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",98,1.0
number_2,99,gemini-pro,"""구십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",99,1.0
number_2,100,gemini-pro,"""백""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",100,1.0
number_2,101,gemini-pro,"""백십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",113,1.0
number_2,102,gemini-pro,"""백십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",116,1.0
number_2,103,gemini-pro,"""백이십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",127,1.0
number_2,104,gemini-pro,"""백이십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",129,1.0
number_2,105,gemini-pro,"""백삼십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",134,1.0
number_2,106,gemini-pro,"""백삼십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",137,1.0
number_2,107,gemini-pro,"""백사십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",140,1.0
number_2,108,gemini-pro,"""백사십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",144,1.0
number_2,109,gemini-pro,"""백사십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",145,1.0
number_2,110,gemini-pro,"""백사십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",167,0.0
number_2,111,gemini-pro,"""백사십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",148,1.0
number_2,112,gemini-pro,"""백사십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",190,0.0
number_2,113,gemini-pro,"""백오십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",150,1.0
number_2,114,gemini-pro,"""백오십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",155,1.0
number_2,115,gemini-pro,"""백오십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",156,1.0
number_2,116,gemini-pro,"""백오십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",159,1.0
number_2,117,gemini-pro,"""백육십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",161,1.0
number_2,118,gemini-pro,"""백육십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",162,1.0
number_2,119,gemini-pro,"""백칠십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",170,1.0
number_2,120,gemini-pro,"""백칠십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",171,1.0
number_2,121,gemini-pro,"""백칠십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",174,1.0
number_2,122,gemini-pro,"""백칠십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",175,1.0
number_2,123,gemini-pro,"""백칠십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",177,1.0
number_2,124,gemini-pro,"""백팔십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",183,1.0
number_2,125,gemini-pro,"""백팔십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",186,1.0
number_2,126,gemini-pro,"""백팔십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",187,1.0
number_2,127,gemini-pro,"""백구십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",111,0.0
number_2,128,gemini-pro,"""백구십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",42,0.0
number_2,129,gemini-pro,"""백구십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",114,0.0
number_2,130,gemini-pro,"""백구십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",117,0.0
number_2,131,gemini-pro,"""백구십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",190,0.0
number_2,132,gemini-pro,"""이백일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",200,0.0
number_2,133,gemini-pro,"""이백십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",210,1.0
number_2,134,gemini-pro,"""이백십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",212,1.0
number_2,135,gemini-pro,"""이백십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",213,1.0
number_2,136,gemini-pro,"""이백십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",217,1.0
number_2,137,gemini-pro,"""이백이십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",222,1.0
number_2,138,gemini-pro,"""이백이십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",224,1.0
number_2,139,gemini-pro,"""이백이십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",228,1.0
number_2,140,gemini-pro,"""이백삼십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",232,1.0
number_2,141,gemini-pro,"""이백사십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",241,1.0
number_2,142,gemini-pro,"""이백사십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",242,1.0
number_2,143,gemini-pro,"""이백사십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",247,1.0
number_2,144,gemini-pro,"""이백사십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",248,1.0
number_2,145,gemini-pro,"""이백사십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",249,1.0
number_2,146,gemini-pro,"""이백오십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",255,1.0
number_2,147,gemini-pro,"""이백오십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",256,1.0
number_2,148,gemini-pro,"""이백육십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",261,1.0
number_2,149,gemini-pro,"""이백육십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",263,1.0
number_2,150,gemini-pro,"""이백육십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",264,1.0
number_2,151,gemini-pro,"""이백육십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",266,1.0
number_2,152,gemini-pro,"""이백육십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",268,1.0
number_2,153,gemini-pro,"""이백팔십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",281,1.0
number_2,154,gemini-pro,"""이백팔십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",282,1.0
number_2,155,gemini-pro,"""이백팔십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",286,1.0
number_2,156,gemini-pro,"""이백구십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",294,1.0
number_2,157,gemini-pro,"""이백구십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",295,1.0
number_2,158,gemini-pro,"""삼백""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",300,1.0
number_2,159,gemini-pro,"""삼백일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",300,0.0
number_2,160,gemini-pro,"""삼백이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",302,1.0
number_2,161,gemini-pro,"""삼백삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",333,0.0
number_2,162,gemini-pro,"""삼백팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",308,1.0
number_2,163,gemini-pro,"""삼백십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",313,1.0
number_2,164,gemini-pro,"""삼백십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",314,1.0
number_2,165,gemini-pro,"""삼백십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",316,1.0
number_2,166,gemini-pro,"""삼백십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",317,1.0
number_2,167,gemini-pro,"""삼백십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",319,1.0
number_2,168,gemini-pro,"""삼백이십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",322,1.0
number_2,169,gemini-pro,"""삼백이십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",324,1.0
number_2,170,gemini-pro,"""삼백삼십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",330,1.0
number_2,171,gemini-pro,"""삼백삼십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",332,1.0
number_2,172,gemini-pro,"""삼백삼십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",337,1.0
number_2,173,gemini-pro,"""삼백삼십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",338,1.0
number_2,174,gemini-pro,"""삼백사십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",340,1.0
number_2,175,gemini-pro,"""삼백사십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",342,1.0
number_2,176,gemini-pro,"""삼백사십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",343,1.0
