task_name,index,model_name,prompt,output,score
ko_quiz_7,18,gemini-pro,"'갖추갖추'의 뜻으로 알맞은 것은? '여럿이 모두 있는 대로 '이면 1, '일을 대강대강 하는 모양 '이면 2, '살갗에 닿아 자꾸 걸리는 모양 '이면 3라고 대답해.",1,1.0
ko_quiz_7,19,gemini-pro,"채 익지 않은 과일을(를) 뜻하는 우리말은? '똘기 '이면 1, '날내 '이면 2, '맏물 '이면 3라고 대답해.",2,0.0
ko_quiz_7,20,gemini-pro,"골라내거나 잘라 내고 남은 나머지을(를) 뜻하는 우리말은? '지스러기 '이면 1, '꿈지러기 '이면 2, '끄트러기 '이면 3라고 대답해.",3,0.0
ko_quiz_7,21,gemini-pro,"'하물하물'의 뜻으로 알맞은 것은? '푹 익어서 무른 모양 '이면 1, '살이 꽤 부은 듯한 모양 '이면 2, '군데군데 하얀 모양 '이면 3라고 대답해.",1,1.0
ko_quiz_7,22,gemini-pro,"'다붓다붓'의 뜻으로 알맞은 것은? '여럿이 다 매우 가깝게 붙어 있는 모양 '이면 1, '외따로 떨어져 여기저기 모여 있는 모양 '이면 2, '여럿이 정답게 이야기 하는 모양 '이면 3라고 대답해.",1,1.0
ko_quiz_7,23,gemini-pro,"'꿈지러기'의 뜻으로 알맞은 것은? '음식물에서 생긴 구더기 '이면 1, '잘라 내고 남은 나머지 '이면 2, '잘게 부스러진 물건 '이면 3라고 대답해.",2,0.0
ko_quiz_7,24,gemini-pro,"'잡을손'의 뜻으로 알맞은 것은? '일을 다잡아 해내는 솜씨 '이면 1, '어떤 방면에서 썩 훌륭한 솜씨 '이면 2, '무리하게 억지로 해내는 솜씨 '이면 3라고 대답해.",1,1.0
ko_quiz_7,26,gemini-pro,"가루 따위가 미세하고 곱다을(를) 뜻하는 우리말은? '몽글다 '이면 1, '옹글다 '이면 2, '궁글다 '이면 3라고 대답해.",2,0.0
ko_quiz_7,27,gemini-pro,"생김새가 선이 굵고 시원시원한 모양을(를) 뜻하는 우리말은? '억실억실 '이면 1, '이리이리 '이면 2, '늠씰늠씰 '이면 3라고 대답해.",2,0.0
ko_quiz_7,28,gemini-pro,"'외틀다'의 뜻으로 알맞은 것은? '한쪽으로 틀다 '이면 1, '바싹 꼬면서 틀다 '이면 2, '값의 한도 안에 들다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,29,gemini-pro,"마음을 놓지 못하고 조바심하며 자는 잠을(를) 뜻하는 우리말은? '사로잠 '이면 1, '갈치잠 '이면 2, '도둑잠 '이면 3라고 대답해.",1,1.0
ko_quiz_7,30,gemini-pro,"생각이나 뜻이 크고 넓다을(를) 뜻하는 우리말은? '웅숭깊다 '이면 1, '깊디깊다 '이면 2, '호박하다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,31,gemini-pro,"'담상담상'의 뜻으로 알맞은 것은? '드물고 성긴 모양 '이면 1, '휘휘 자꾸 젓는 모양 '이면 2, '이리저리 헤어지는 모양 '이면 3라고 대답해.",3,0.0
ko_quiz_7,32,gemini-pro,"'제낄손'의 뜻으로 알맞은 것은? '일을 해내는 솜씨나 능력 '이면 1, '사람을 서로 바꾸어 일함 '이면 2, '무리하게 억지로 해내는 솜씨 '이면 3라고 대답해.",3,0.0
ko_quiz_7,33,gemini-pro,"'맨드리'의 뜻으로 알맞은 것은? '옷을 입고 매만진 맵시 '이면 1, '겉으로 드러나는 자태나 맵시 '이면 2, '꾸미지 않고 나타나는 자연스러운 맵시 '이면 3라고 대답해.",2,0.0
ko_quiz_7,34,gemini-pro,"비좁은 방에서 여럿이 모로 끼어 자는 잠을(를) 뜻하는 우리말은? '갈치잠 '이면 1, '귀잠 '이면 2, '그루잠 '이면 3라고 대답해.",3,0.0
ko_quiz_7,36,gemini-pro,"'무드러기'의 뜻으로 알맞은 것은? '미처 다 타지 않고 남아 있는 장작개비 '이면 1, '쓰고 남은 자질구레한 조각 '이면 2, '골라내거나 잘라 내고 남은 나머지 '이면 3라고 대답해.",2,0.0
ko_quiz_7,37,gemini-pro,"'몽짜'의 뜻으로 알맞은 것은? '음흉하고 심술궂게 욕심을 부리는 짓 '이면 1, '겉보기와 달리 속으로는 엉큼한 데가 있는 것 '이면 2, '말이나 행동이 철저하거나 분명하지 않은 것 '이면 3라고 대답해.",1,1.0
ko_quiz_7,38,gemini-pro,"억울한 누명이나 오명을(를) 뜻하는 우리말은? '덤터기 '이면 1, '끌터기 '이면 2, '마루터기 '이면 3라고 대답해.",1,1.0
ko_quiz_7,39,gemini-pro,"물 "" ""붉덩물 "" ""우물물 "" 중 물을 끌어 올리기 위하여 위에서 붓는 물을(를) 뜻하는 우리말은? '마중물 '이면 1, '붉덩물 '이면 2, '우물물 '이면 3라고 대답해.",3,0.0
ko_quiz_7,40,gemini-pro,"아무 도구도 가지지 아니하고 맨손뿐인 것을(를) 뜻하는 우리말은? '매나니 '이면 1, '맨이름 '이면 2, '껑터리 '이면 3라고 대답해.",2,0.0
ko_quiz_7,41,gemini-pro,"어린아이가 듣기 싫게 자꾸 울다을(를) 뜻하는 우리말은? '빼빼거리다 '이면 1, '배쓱거리다 '이면 2, '쨍끗거리다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,42,gemini-pro,"가끔가끔 틈을 타서 살그머니을(를) 뜻하는 우리말은? '꾀꾀로 '이면 1, '곳곳이 '이면 2, '짬짬이 '이면 3라고 대답해.",은혜,0.0
ko_quiz_7,44,gemini-pro,"사이가 좋아 화목하다을(를) 뜻하는 우리말은? '구순하다 '이면 1, '광순하다 '이면 2, '교순하다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,45,gemini-pro,"'너테'의 뜻으로 알맞은 것은? '여러 겹으로 얼어붙은 얼음 '이면 1, '유리창에 붙은 얼음 '이면 2, '잘고 희게 부스러진 얼음 '이면 3라고 대답해.",1,1.0
ko_quiz_7,46,gemini-pro,"새로 갓 나온 과일이나 생선을(를) 뜻하는 우리말은? '새물 '이면 1, '새간 '이면 2, '새김 '이면 3라고 대답해.",성신,0.0
ko_quiz_7,48,gemini-pro,"'지며리'의 뜻으로 알맞은 것은? '차분하고 꾸준한 모양 '이면 1, '매우 드물고 성긴 모양 '이면 2, '살이 핏기가 없이 거친 모양 '이면 3라고 대답해.",2,0.0
ko_quiz_7,49,gemini-pro,"샘이 많아서 안달하는 사람을(를) 뜻하는 우리말은? '샘바리 '이면 1, '샘꼬니 '이면 2, '샘받이 '이면 3라고 대답해.",귀엽다,0.0
ko_quiz_7,51,gemini-pro,"몸은 약하여 보여도 힘이 세고 다부지다을(를) 뜻하는 우리말은? '앙세다 '이면 1, '걱세다 '이면 2, '까세다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,52,gemini-pro,"복잡하고 까다로운 조건이 생기다을(를) 뜻하는 우리말은? '가탈지다 '이면 1, '거방지다 '이면 2, '무면지다 '이면 3라고 대답해.","* 반겨맞다
* 사랑스럽다
* 애교가 있다
* 귀엽다
* 사랑스럽다
* 정겨운 모습이다",0.0
ko_quiz_7,56,gemini-pro,"'마파람'의 뜻으로 알맞은 것은? '남쪽에서 부는 바람을 이르는 말 '이면 1, '북쪽에서 부는 바람을 이르는 말 '이면 2, '서쪽에서 부는 바람을 이르는 말 '이면 3라고 대답해.",3,0.0
ko_quiz_7,57,gemini-pro,"서로 마음이 맞지 아니하여 사이가 벌어지는 모양을(를) 뜻하는 우리말은? '아근바근 '이면 1, '울고불고 '이면 2, '앙글방글 '이면 3라고 대답해.",신경쓰이다,0.0
ko_quiz_7,59,gemini-pro,"물건들을 요리조리 들추며 뒤지다을(를) 뜻하는 우리말은? '되작이다 '이면 1, '되똑하다 '이면 2, '되울리다 '이면 3라고 대답해.",쓰레기,0.0
ko_quiz_7,61,gemini-pro,"겨드랑이에서 나는 땀을(를) 뜻하는 우리말은? '곁땀 '이면 1, '겨욹 '이면 2, '겨땀 '이면 3라고 대답해.",아궁,0.0
ko_quiz_7,63,gemini-pro,"'불땀'의 뜻으로 알맞은 것은? '화력이 세고 약한 정도 '이면 1, '불에서 나오는 뜨거운 기운 '이면 2, '치솟아 오르는 불길 '이면 3라고 대답해.",3,0.0
ko_quiz_7,64,gemini-pro,"'덤터기'의 뜻으로 알맞은 것은? '억울한 누명이나 오명 '이면 1, '조금 더 얹어 주는 물건 '이면 2, '밑바탕이나 기초를 비유한 말 '이면 3라고 대답해.",2,0.0
ko_quiz_7,65,gemini-pro,"'꺽세다'의 뜻으로 알맞은 것은? '매우 단단하고 힘이 세다 '이면 1, '기세가 몹시 강하고 사납다 '이면 2, '하는 짓이 야무지고 올차다 '이면 3라고 대답해.",오리발질하다,0.0
ko_quiz_7,67,gemini-pro,"붙어 있는 정도가 매우 가깝게을(를) 뜻하는 우리말은? '다붓이 '이면 1, '더북이 '이면 2, '올망졸망 '이면 3라고 대답해.",1,1.0
ko_quiz_7,68,gemini-pro,"'덧거리'의 뜻으로 알맞은 것은? '정해진 수량 이외에 덧붙이는 물건 '이면 1, '실내에서 구두 위에 덧신는 신 '이면 2, '작업할 때 옷 위에 덧입는 옷 '이면 3라고 대답해.",3,0.0
ko_quiz_7,69,gemini-pro,"'모지랑이'의 뜻으로 알맞은 것은? '오래 써서 끝이 닳아 떨어진 물건 '이면 1, '한 쪽으로 옥아 들어 곱아든 물건 '이면 2, '한 쪽으로 오목하게 들어가거나 주름이 잡힌 물건 '이면 3라고 대답해.",2,0.0
ko_quiz_7,70,gemini-pro,"'검세다'의 뜻으로 알맞은 것은? '성질이 질기고 억세다 '이면 1, '몸이 굳고 억세다 '이면 2, '매우 단단하고 힘이 세다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,71,gemini-pro,"'누부룩하다'의 뜻으로 알맞은 것은? '늘어진 모양이 차분하다 '이면 1, '음식 따위가 식어서 매우 차다 '이면 2, '매우 보드랍고 연하다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,72,gemini-pro,"두 대상이나 물체 사이가 조금 가깝다을(를) 뜻하는 우리말은? '바특하다 '이면 1, '검특하다 '이면 2, '사특하다 '이면 3라고 대답해.",2,0.0
ko_quiz_7,73,gemini-pro,"'끌밋하다'의 뜻으로 알맞은 것은? '차림새 따위가 매우 깨끗하고 헌칠하다 '이면 1, '모양이 지저분하지 않고 유난히 깨끗하다 '이면 2, '조금 희고 깨끗하다 '이면 3라고 대답해.",테두리밭,0.0
ko_quiz_7,76,gemini-pro,"'결찌'의 뜻으로 알맞은 것은? '어찌어찌하여 연분이 닿는 먼 친척 '이면 1, '매우 빨리 떨어지는 불빛을 비유적으로 이르는 말 '이면 2, '뱃간에 깔기 위하여 엮은 나뭇가지 '이면 3라고 대답해.",2,0.0
ko_quiz_7,77,gemini-pro,"'슬기주머니'의 뜻으로 알맞은 것은? '남다른 재능을 지닌 사람 '이면 1, '꾀를 많이 가지고 있는 사람 '이면 2, '보거나 들은 것을 오래 기억하는 사람 '이면 3라고 대답해.",1,1.0
ko_quiz_7,78,gemini-pro,"'살피꽃밭'의 뜻으로 알맞은 것은? '경계선을 따라 좁고 길게 만든 꽃밭 '이면 1, '정원 한옆에 둥글거나 모지게 만든 꽃밭 '이면 2, '다양한 꽃들이 피도록 볼록하게 만든 꽃밭 '이면 3라고 대답해.",1,1.0
ko_quiz_7,79,gemini-pro,"'되알지다'의 뜻으로 알맞은 것은? '힘주는 맛이나 억짓손이 몹시 세다 '이면 1, '튀어져 나오고 벌어져서 아늑한 맛이 없다 '이면 2, '실속이 있게 속이 꽉 차 있다 '이면 3라고 대답해.",잠결,0.0
ko_quiz_7,81,gemini-pro,"'검불덤불'의 뜻으로 알맞은 것은? '한데 뒤섞이고 엉클어져 어수선한 모양 '이면 1, '검은빛을 띠면서 조금 붉게 '이면 2, '군데군데 불그스름한 모양 '이면 3라고 대답해.",'기특하다',0.0
ko_quiz_7,83,gemini-pro,"맨 처음으로 물건을 파는 일을(를) 뜻하는 우리말은? '마수걸이 '이면 1, '나릇걸이 '이면 2, '모두걸이 '이면 3라고 대답해.",2,0.0
ko_quiz_7,84,gemini-pro,"한데 뒤섞이고 엉클어져 어수선한 모양을(를) 뜻하는 우리말은? '검불덤불 '이면 1, '가막덤불 '이면 2, '가막사리 '이면 3라고 대답해.",2,0.0
ko_quiz_7,85,gemini-pro,"야무지고 다부지다을(를) 뜻하는 우리말은? '아금받다 '이면 1, '올리받다 '이면 2, '너름받다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,86,gemini-pro,"늦추어진 것을 바짝 잡아 죄는 일을(를) 뜻하는 우리말은? '다잡이 '이면 1, '감잡이 '이면 2, '드잡이 '이면 3라고 대답해.",2,0.0
ko_quiz_7,87,gemini-pro,"이러니저러니 하고 시비를 가리는 모양을(를) 뜻하는 우리말은? '왕배덕배 '이면 1, '야불답백 '이면 2, '다불다불 '이면 3라고 대답해.",3,0.0
ko_quiz_7,88,gemini-pro,"'소소리'의 뜻으로 알맞은 것은? '높이 우뚝 솟은 모양 '이면 1, '많은 사람이 들끓는 모양 '이면 2, '눈 따위가 가볍게 내리는 소리 '이면 3라고 대답해.",1,1.0
ko_quiz_7,89,gemini-pro,"'바람살'의 뜻으로 알맞은 것은? '세차게 부는 바람의 기운 '이면 1, '늘 분주하게 이리저리 떠돌아다니게 된 액운 '이면 2, '연의 뼈대가 되는 부분 '이면 3라고 대답해.",2,0.0
ko_quiz_7,90,gemini-pro,"'맛문하다'의 뜻으로 알맞은 것은? '몹시 지친 상태에 있다 '이면 1, '맛없이 싱겁게 굴다 '이면 2, '음식을 맛깔스럽게 하다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,91,gemini-pro,"'갖신'의 뜻으로 알맞은 것은? '가죽으로 만든 우리 고유의 신 '이면 1, '억새로 삼은 신 '이면 2, '여러 가지 빛깔로 곱게 꾸민 신발 '이면 3라고 대답해.",1,1.0
ko_quiz_7,92,gemini-pro,"'고샅길'의 뜻으로 알맞은 것은? '시골 마을의 좁은 골목길 '이면 1, '입신출세 하는 길 '이면 2, '폭이 좁은 호젓한 길 '이면 3라고 대답해.",3,0.0
ko_quiz_7,93,gemini-pro,"'지스러기'의 뜻으로 알맞은 것은? '골라내거나 잘라 내고 남은 나머지 '이면 1, '손톱이 박힌 자리 주변에 살갗이 일어난 것 '이면 2, '깎아 내거나 끊어 내고 남은 자질구레한 나뭇조각 '이면 3라고 대답해.",2,0.0
ko_quiz_7,94,gemini-pro,"'빼빼거리다'의 뜻으로 알맞은 것은? '어린아이가 듣기 싫게 자꾸 울다 '이면 1, '눈이나 코를 약간씩 자꾸 쨍그리다 '이면 2, '쓰러질 듯이 요리조리 자꾸 비틀거리다 '이면 3라고 대답해.",2,0.0
ko_quiz_7,95,gemini-pro,"곤두박질하여 푹 쓰러지다을(를) 뜻하는 우리말은? '군드러지다 '이면 1, '수그러지다 '이면 2, '서그러지다 '이면 3라고 대답해.",흉악하고 변덕스러운 경향,0.0
ko_quiz_7,97,gemini-pro,"자신의 힘을 다하여을(를) 뜻하는 우리말은? '깜냥깜냥 '이면 1, '꼬노꼬노 '이면 2, '섬마섬마 '이면 3라고 대답해.",밀집,0.0
ko_quiz_7,99,gemini-pro,"그릇 위까지 수북하게 담은 밥을(를) 뜻하는 우리말은? '감투밥 '이면 1, '구메밥 '이면 2, '고두밥 '이면 3라고 대답해.",3,0.0
ko_quiz_7,100,gemini-pro,"'깜냥깜냥'의 뜻으로 알맞은 것은? '자신의 힘을 다하여 '이면 1, '하루 시간을 다 써서 '이면 2, '아주 빠른 속도로 '이면 3라고 대답해.",1,1.0
ko_quiz_7,101,gemini-pro,"'안다니'의 뜻으로 알맞은 것은? '무엇이든지 잘 아는 체하는 사람 '이면 1, '어떤 일이나 사상에서 다른 사람보다 앞선 사람 '이면 2, '미련하거나 행동이 느린 사람 '이면 3라고 대답해.",3,0.0
ko_quiz_7,102,gemini-pro,"'내광쓰광'의 뜻은?을(를) 뜻하는 우리말은? '만나도 모르는 체하며 냉정하게 대하는 모양 '이면 1, '서로 옳으니 그르니 하며 다투는 모양 '이면 2, '사람을 대할 때 친밀감이 없이 예사로운 모양 '이면 3라고 대답해.",멍청하다,0.0
ko_quiz_7,104,gemini-pro,"'꺼끄러기'의 뜻으로 알맞은 것은? '낟알 껍질에 붙은 껄끄러운 수염 '이면 1, '골라내거나 잘라 내고 남은 나머지 '이면 2, '음식물에서 생긴 구더기 '이면 3라고 대답해.",3,0.0
ko_quiz_7,105,gemini-pro,"화력이 세고 약한 정도을(를) 뜻하는 우리말은? '불땀 '이면 1, '불귀 '이면 2, '불기 '이면 3라고 대답해.",활달하다,0.0
ko_quiz_7,109,gemini-pro,"만나도 모르는 체하며 냉정하게 대하는 모양을(를) 뜻하는 우리말은? '내광쓰광 '이면 1, '야른야른 '이면 2, '흐리무레 '이면 3라고 대답해.",1,1.0
ko_quiz_7,110,gemini-pro,"'노루잠'의 뜻으로 알맞은 것은? '깊이 들지 못하고 자꾸 놀라 깨는 잠 '이면 1, '바로 눕지 못하고 엎드려서 자는 잠 '이면 2, '이른 저녁에 자는 잠 '이면 3라고 대답해.",1,1.0
ko_quiz_7,111,gemini-pro,"마음에 흡족하게 흐뭇하다을(를) 뜻하는 우리말은? '오달지다 '이면 1, '암팡지다 '이면 2, '오라지다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,112,gemini-pro,"쉬어 가며 일을 천천히 하다을(를) 뜻하는 우리말은? '능놀다 '이면 1, '막놀다 '이면 2, '휘놀다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,113,gemini-pro,"'애면글면'의 뜻으로 알맞은 것은? '몹시 힘에 겨운 일을 이루려고 갖은 애를 쓰는 모양 '이면 1, '많은 사람이 비좁게 모여 몹시 붐비거나 들끓는 모양 '이면 2, '야단스럽게 울기도 하며 부르짖기도 하며 우는 모양 '이면 3라고 대답해.",3,0.0
ko_quiz_7,114,gemini-pro,"윤이 나고 부드럽고 살지다을(를) 뜻하는 우리말은? '유들지다 '이면 1, '울멍지다 '이면 2, '우거지다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,115,gemini-pro,"'얼없다'의 뜻으로 알맞은 것은? '조금도 틀림이 없다 '이면 1, '다부지지 못하여 어수룩하다 '이면 2, '황당하고 기가 막히는 듯하다 '이면 3라고 대답해.",2,0.0
ko_quiz_7,116,gemini-pro,"여러 집이 한데 모여 이루어진 집단을(를) 뜻하는 우리말은? '두럭 '이면 1, '두말 '이면 2, '두멍 '이면 3라고 대답해.",1,1.0
ko_quiz_7,117,gemini-pro,"'샛바람'의 뜻으로 알맞은 것은? '동쪽에서 부는 바람을 이르는 말 '이면 1, '북쪽에서 부는 바람을 이르는 말 '이면 2, '서쪽에서 부는 바람을 이르는 말 '이면 3라고 대답해.",사방팔방,0.0
ko_quiz_7,118,gemini-pro,"'배틀다'의 뜻으로 알맞은 것은? '일을 어그러지게 하다 '이면 1, '여러 가닥으로 흩어져 이리저리 얽히다 '이면 2, '바르지 아니하고 한쪽으로 조금 쏠리다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,120,gemini-pro,"일을 짓궂게 훼방함을(를) 뜻하는 우리말은? '헤살 '이면 1, '말살 '이면 2, '득살 '이면 3라고 대답해.",3,0.0
ko_quiz_7,121,gemini-pro,"형제나 자매 사이의 우애심을(를) 뜻하는 우리말은? '띠앗 '이면 1, '띠배 '이면 2, '한배 '이면 3라고 대답해.",얼음창,0.0
ko_quiz_7,122,gemini-pro,"'울멍지다'의 뜻으로 알맞은 것은? '크고 뚜렷한 것들이 두드러지다 '이면 1, '풀, 나무 따위가 자라서 무성해지다 '이면 2, '울상이 되어 자꾸 울음이 터져 나오려고 하다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,123,gemini-pro,"'한소끔'의 뜻으로 알맞은 것은? '한 번 끓어오르는 모양 '이면 1, '서로서로 저마다 '이면 2, '죽기로 기를 쓰고 '이면 3라고 대답해.",3,0.0
ko_quiz_7,125,gemini-pro,"충분히 익어 저절로 떨어질 정도가 된 상태을(를) 뜻하는 우리말은? '아람 '이면 1, '가람 '이면 2, '무람 '이면 3라고 대답해.",기억에 남다,0.0
ko_quiz_7,126,gemini-pro,"잠이 오지 아니하여 누워서 몸을 이리저리 뒤척거리다을(를) 뜻하는 우리말은? '궁싯거리다 '이면 1, '가랑거리다 '이면 2, '말똥거리다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,127,gemini-pro,"'감또개'의 뜻으로 알맞은 것은? '꽃과 함께 떨어진 어린 감 '이면 1, '죄를 처단하기를 청하는 송사 '이면 2, '옷감의 양 끝에 휘감친 부분 '이면 3라고 대답해.",1,1.0
ko_quiz_7,129,gemini-pro,"드물고 성긴 모양을(를) 뜻하는 우리말은? '담상담상 '이면 1, '휘전휘전 '이면 2, '헤산바산 '이면 3라고 대답해.",3,0.0
ko_quiz_7,130,gemini-pro,"'갈치잠'의 뜻으로 알맞은 것은? '비좁은 방에서 여럿이 모로 끼어 자는 잠 '이면 1, '아주 깊이 든 잠 '이면 2, '깨었다가 다시 든 잠 '이면 3라고 대답해.",1,1.0
ko_quiz_7,131,gemini-pro,"'슬겁다'의 뜻으로 알맞은 것은? '마음씨가 너그럽고 미덥다 '이면 1, '훌륭하거나 굉장하다 '이면 2, '마음에 거슬림이 없이 기쁘다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,132,gemini-pro,"성질이 질기고 억세다을(를) 뜻하는 우리말은? '검세다 '이면 1, '걱세다 '이면 2, '까세다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,133,gemini-pro,"갑자기 서늘한 느낌이 자꾸 들다을(를) 뜻하는 우리말은? '선득거리다 '이면 1, '씨근거리다 '이면 2, '오들거리다 '이면 3라고 대답해.",2,0.0
ko_quiz_7,134,gemini-pro,"'들무새'의 뜻으로 알맞은 것은? '뒷바라지에 쓰는 물건 '이면 1, '여러 가지 땔나무 '이면 2, '머리를 매만진 모양새 '이면 3라고 대답해.",안절부절 못함,0.0
ko_quiz_7,135,gemini-pro,"'웅숭깊다'의 뜻으로 알맞은 것은? '생각이나 뜻이 크고 넓다 '이면 1, '크고 넓다 '이면 2, '마음이나 정신 상태 따위가 바르고 곧다 '이면 3라고 대답해.",1,1.0
ko_quiz_7,136,gemini-pro,"'능놀다'의 뜻으로 알맞은 것은? '쉬어 가며 일을 천천히 하다 '이면 1, '버릇없이 함부로 놀거나 행동하다 '이면 2, '새나 나비 따위가 오르락내리락하며 날다 '이면 3라고 대답해.",2,0.0
ko_quiz_7,138,gemini-pro,"'두럭'의 뜻으로 알맞은 것은? '여러 집이 한데 모여 이루어진 집단 '이면 1, '이러니저러니 불평을 하거나 덧붙이는 말 '이면 2, '물을 많이 담아 두고 쓰는 큰 가마나 독 '이면 3라고 대답해.",1,1.0
ko_quiz_7,139,gemini-pro,"'안틀다'의 뜻으로 알맞은 것은? '일정한 수효나 값의 한도 안에 들다 '이면 1, '가득 차서 밖으로 흘러나오거나 밀려나다 '이면 2, '억지로 들이밀어 넣어 통하지 못하게 하다 '이면 3라고 대답해.",3,0.0
ko_quiz_7,140,gemini-pro,"'말뚝잠'의 뜻으로 알맞은 것은? '꼿꼿이 앉은 채로 자는 잠 '이면 1, '아침에 늦게까지 자는 잠 '이면 2, '마음을 놓고 편안히 자는 잠 '이면 3라고 대답해.",3,0.0
ko_quiz_7,141,gemini-pro,"'제잡이'의 뜻으로 알맞은 것은? '스스로 자기 자신을 망치는 일 '이면 1, '어떤 일의 방향을 잡는 일 '이면 2, '길을 인도해 주는 사람 '이면 3라고 대답해.",1,1.0
ko_quiz_7,142,gemini-pro,"자꾸 주춤거리는 모양을(를) 뜻하는 우리말은? '얼쯤얼쯤 '이면 1, '조촘조촘 '이면 2, '주춤서기 '이면 3라고 대답해.",뒤틀다,0.0
ko_quiz_7,143,gemini-pro,"'강다짐'의 뜻으로 알맞은 것은? '보수도 주지 아니하고 억지로 부림 '이면 1, '속뜻 없이 겉으로만 보이는 행동 '이면 2, '어떤 일을 빨리 끝내려고 무리하게 함 '이면 3라고 대답해.",채종,0.0
ko_quiz_7,144,gemini-pro,"'다잡이'의 뜻으로 알맞은 것은? '늦추어진 것을 바짝 잡아 죄는 일 '이면 1, '서로 머리나 멱살을 움켜잡고 싸우는 짓 '이면 2, '스스로 자기 자신을 망치는 일 '이면 3라고 대답해.",1,1.0
ko_quiz_7,147,gemini-pro,"'에움길'의 뜻으로 알맞은 것은? '굽은 길 '이면 1, '좁은 길 '이면 2, '곧은 길 '이면 3라고 대답해.",1,1.0
ko_quiz_7,149,gemini-pro,"세차게 부는 바람의 기운을(를) 뜻하는 우리말은? '바람살 '이면 1, '바람결 '이면 2, '바람목 '이면 3라고 대답해.",문제점,0.0
ko_quiz_7,150,gemini-pro,"세차게 치다을(를) 뜻하는 우리말은? '까세다 '이면 1, '걱세다 '이면 2, '꺽세다 '이면 3라고 대답해.",1,1.0
